"3307";"ATIVO";"Centro-Sul Fluminense";"CENTRO-SUL FLUMINENSE";"Centro-Sul Fluminense";"1"
"3308";"ATIVO";"Costa Verde";"COSTA VERDE";"Costa Verde";"1"
"3500";"IGNOR";"Município ignorado - SP";"MUNICIPIO IGNORADO - SP";"Município ignorado - SP";"8"
"3501";"ATIVO";"Grande São Paulo";"GRANDE SAO PAULO";"Grande São Paulo";"1"
"3502";"ATIVO";"Araçatuba";"ARACATUBA";"Araçatuba";"1"
"3503";"ATIVO";"Araraquara";"ARARAQUARA";"Araraquara";"1"
"3504";"ATIVO";"Baixada Santista";"BAIXADA SANTISTA";"Baixada Santista";"1"
"3505";"ATIVO";"Barretos";"BARRETOS";"Barretos";"1"
"3506";"ATIVO";"Bauru";"BAURU";"Bauru";"1"
"3507";"ATIVO";"Campinas";"CAMPINAS";"Campinas";"1"
"3508";"ATIVO";"Franca";"FRANCA";"Franca";"1"
"3509";"ATIVO";"Marília";"MARILIA";"Marília";"1"
"3510";"ATIVO";"Piracicaba";"PIRACICABA";"Piracicaba";"1"
"3511";"ATIVO";"Presidente Prudente";"PRESIDENTE PRUDENTE";"Presidente Prudente";"1"
"3512";"ATIVO";"Registro";"REGISTRO";"Registro";"1"
"3513";"ATIVO";"Ribeirão Preto";"RIBEIRAO PRETO";"Ribeirão Preto";"1"
"3514";"ATIVO";"São João da Boa Vista";"SAO JOAO DA BOA VISTA";"São João da Boa Vista";"1"
"3515";"ATIVO";"São José do Rio Preto";"SAO JOSE DO RIO PRETO";"São José do Rio Preto";"1"
"3516";"ATIVO";"Sorocaba";"SOROCABA";"Sorocaba";"1"
"3517";"ATIVO";"Taubaté";"TAUBATE";"Taubaté";"1"
"4100";"IGNOR";"Município ignorado - PR";"MUNICIPIO IGNORADO - PR";"Município ignorado - PR";"8"
"4190";"OUTROS";"Sem divisão administrativa estadual - PR";"SEM DIVISAO ADMINISTRATIVA ESTADUAL - PR";"Sem div.adm.estadual PR";"5"
"4200";"IGNOR";"Município ignorado - SC";"MUNICIPIO IGNORADO - SC";"Município ignorado - SC";"8"
"4201";"ATIVO";"São Miguel do Oeste";"SAO MIGUEL DO OESTE";"São Miguel do Oeste";"1"
"4202";"ATIVO";"Maravilha";"MARAVILHA";"Maravilha";"1"
"4203";"ATIVO";"São Lourenço do Oeste";"SAO LOURENCO DO OESTE";"São Lourenço do Oeste";"1"
"4204";"ATIVO";"Chapecó";"CHAPECO";"Chapecó";"1"
"4205";"ATIVO";"Xanxerê";"XANXERE";"Xanxerê";"1"
"4206";"ATIVO";"Concórdia";"CONCORDIA";"Concórdia";"1"
"4207";"ATIVO";"Joaçaba";"JOACABA";"Joaçaba";"1"
"4208";"ATIVO";"Campos Novos";"CAMPOS NOVOS";"Campos Novos";"1"
"4209";"ATIVO";"Videira";"VIDEIRA";"Videira";"1"
"4210";"ATIVO";"Caçador";"CACADOR";"Caçador";"1"
"4211";"ATIVO";"Curitibanos";"CURITIBANOS";"Curitibanos";"1"
"4212";"ATIVO";"Rio do Sul";"RIO DO SUL";"Rio do Sul";"1"
"4213";"ATIVO";"Ituporanga";"ITUPORANGA";"Ituporanga";"1"
"4214";"ATIVO";"Ibirama";"IBIRAMA";"Ibirama";"1"
"4215";"ATIVO";"Blumenau";"BLUMENAU";"Blumenau";"1"
"4216";"ATIVO";"Brusque";"BRUSQUE";"Brusque";"1"
"4217";"ATIVO";"Itajaí";"ITAJAI";"Itajaí";"1"
"4218";"ATIVO";"Grande Florianópolis";"GRANDE FLORIANOPOLIS";"Grande Florianópolis";"1"
"4219";"ATIVO";"Laguna";"LAGUNA";"Laguna";"1"
"4220";"ATIVO";"Tubarão";"TUBARAO";"Tubarão";"1"
"4221";"ATIVO";"Criciúma";"CRICIUMA";"Criciúma";"1"
"4222";"ATIVO";"Araranguá";"ARARANGUA";"Araranguá";"1"
"4223";"ATIVO";"Joinville";"JOINVILLE";"Joinville";"1"
"4224";"ATIVO";"Jaraguá do Sul";"JARAGUA DO SUL";"Jaraguá do Sul";"1"
"4225";"ATIVO";"Mafra";"MAFRA";"Mafra";"1"
"4226";"ATIVO";"Canoinhas";"CANOINHAS";"Canoinhas";"1"
"4227";"ATIVO";"Lages";"LAGES";"Lages";"1"
"4228";"ATIVO";"São Joaquim";"SAO JOAQUIM";"São Joaquim";"1"
"4229";"ATIVO";"Palmitos";"PALMITOS";"Palmitos";"1"
"4230";"ATIVO";"Dionísio Cerqueira";"DIONISIO CERQUEIRA";"Dionísio Cerqueira";"1"
"4231";"ATIVO";"Itapiranga";"ITAPIRANGA";"Itapiranga";"1"
"4232";"ATIVO";"Quilombo";"QUILOMBO";"Quilombo";"1"
"4233";"ATIVO";"Seara";"SEARA";"Seara";"1"
"4234";"ATIVO";"Taió";"TAIO";"Taió";"1"
"4235";"ATIVO";"Timbó";"TIMBO";"Timbó";"1"
"4236";"ATIVO";"Braço do Norte";"BRACO DO NORTE";"Braço do Norte";"1"
"4300";"IGNOR";"Município ignorado - RS";"MUNICIPIO IGNORADO - RS";"Município ignorado - RS";"8"
